par_id,keyword,keyword_code,country,country_code,text,label,orig_label,tokens,num_char,num_token,semantic,sentiment_polarity,sentiment_subjectivity
2509,homeless,6,us,14,""" In 2015, donations will be pile up, hungry the great unwashed feed, and opportunity make for Capitol building Hill tennessean. With a 17% increase in disbursement, Seattle embody quick to pass $ 47 jillion on its programs and services for the homeless and low - income in 2016.",1,4,"['``', '2015', 'donation', 'drives', ',', 'feed', 'the', 'hungry', ',', 'and', 'volunteer', 'opportunities', 'around', 'capitol', 'hill', 'with', 'a', '``', ""''"", 'state', 'of', 'emergency', '``', ""''"", 'boosting', 'spending', 'around', '17', '%', ',', 'seattle', 'is', 'poised', 'to', 'spend', '$', '47', 'million', 'in', '2016', 'on', 'its', 'homeless', 'and', 'low', 'income', 'programs', 'and', 'services', '.', 'of', '...', 'continue', 'reading', '?', ""''""]",281,56,0.6476868327402135,0.0,0.3
1038,homeless,6,pk,8,"But the displaced have not be cause homeless by contractor and authorities office; displacement and resettlement in Capital of singapore have be handled with enormous care, and it will ne'er begin until replacement housing or trapping be available for those affected.",1,2,"['but', 'displaced', 'people', 'were', 'not', 'left', 'homeless', 'by', 'developers', 'and', 'government', 'agencies', ';', 'displacement', 'and', 'resettlement', 'in', 'singapore', 'has', 'been', 'handled', 'with', 'tremendous', 'care', ',', 'and', 'it', 'is', 'never', 'begun', 'unless', 'replacement', 'homes', 'or', 'flats', 'for', 'the', 'affected', 'are', 'ready', '.']",251,41,0.6693227091633466,0.17777777777777778,0.5
206,refugee,4,hk,19,""" Smyth recount HKFP: "" "" The biggest challenge be the political sympathies of unemployment. I cerebrate that refugees world health organization come in hither, or asylum seekers, they can ' t study and make child here - their children are homeless. That ' siemens really the cause of a lot of emphasis in the community. "" """,1,3,"['``', 'smyth', 'told', 'hkfp', ':', '``', ""''"", 'the', 'biggest', 'challenge', 'is', 'the', 'no', 'work', 'policy', '.', 'i', 'think', 'that', 'refugees', 'who', 'come', 'here', ',', 'or', 'asylum', 'seekers', ',', 'they', ""'re"", 'unable', 'to', 'work', 'and', 'they', 'have', 'kids', 'here', '--', 'their', 'kids', 'are', 'stateless', '.', 'that', ""'s"", 'really', 'the', 'cause', 'of', 'a', 'lot', 'of', 'stress', 'in', 'the', 'community', '.', '``', ""''"", ""''""]",270,61,0.6851851851851852,-0.15,0.35
1194,women,8,in,5,"Their empty eyes are filled with fear and despair, they experience no keep and no work, and their puerile children receive no instruction, their daughters have minuscule promise of finding equal catch, and they do non know where the next meal will come in from. Many woman and nipper live in Gurdwar, a Sikh synagogue that relies on free kitchen.",1,4,"['there', 'is', 'fear', 'and', 'desperation', 'in', 'their', 'empty', 'eyes', '.', 'they', 'have', 'no', 'livelihood', 'and', 'no', 'work', 'and', 'their', 'growing', 'children', 'receive', 'no', 'education', '.', 'their', 'daughters', 'do', 'not', 'have', 'much', 'hope', 'of', 'finding', 'suitable', 'matches', 'and', 'they', 'are', 'not', 'certain', 'where', 'the', 'next', 'meal', 'would', 'come', 'from', '.', 'many', 'women', 'and', 'children', 'live', 'in', 'gurdwar', ',', 'sikh', 'place', 'of', 'worship', 'relying', 'on', 'free', 'kitchen']",354,65,0.6807909604519774,0.1974025974025974,0.4776785714285714
8488,immigrant,2,ie,2,""" "" We insist on tolerance for the refugee, for the immigrant, for the stranger among us, on behalf of the million of Irish people, our ain the great unwashed, who acknowledge the grimness and pain of being refugee from famine. """,1,3,"['``', '``', ""''"", 'we', 'insist', 'on', 'tolerance', 'for', 'the', 'refugee', ',', 'for', 'the', 'immigrant', ',', 'for', 'the', 'stranger', 'among', 'us', ',', 'in', 'the', 'name', 'of', 'the', 'millions', 'of', 'irish', ',', 'of', 'our', 'own', 'people', 'who', 'knew', 'the', 'hardship', 'and', 'the', 'hurt', 'of', 'being', 'refugees', 'from', 'famine', '.', ""''""]",217,48,0.7050691244239631,0.3,0.5
1393,immigrant,2,my,9,"I am always aware that we are dish out with people with alike fears and promise. Iodin am not, of course of instruction, talking about the hardcore criminals, but astir the great unwashed like illegal immigrant, young maiden offenders world health organization whitethorn have slipped, and thus on.",1,4,"['to', 'me', ',', 'i', 'am', 'always', 'mindful', 'that', 'we', 'are', 'dealing', 'with', 'human', 'beings', 'with', 'similar', 'fears', 'and', 'hopes', '.', 'i', 'am', 'of', 'course', 'not', 'talking', 'about', 'the', 'hardcore', 'criminals', 'but', 'people', 'like', 'illegal', 'immigrants', ',', 'first', 'time', 'youthful', 'offenders', 'who', 'may', 'have', 'slipped', 'their', 'way', 'and', 'such', '.']",261,49,0.6245210727969349,-0.05,0.36666666666666664
1009,vulnerable,7,gh,1,"The deputy regulator of the Nigerien state of Zamfara, Malam Ibrahim Wakkala Muhammad, has promised to sponsor the wedding party of one c at - jeopardy couples across the state.",1,4,"['a', 'deputy', 'governor', 'in', 'zamfara', 'state', 'in', 'nigerian', ',', 'malam', 'ibrahim', 'wakkala', 'muhammad', ',', 'has', 'promised', 'to', 'sponsor', 'the', 'marriage', 'ceremony', 'of', '100', 'vulnerable', 'couples', 'across', 'the', 'state', '.']",172,29,0.627906976744186,-0.5,0.5
10102,disabled,3,pk,8,"Twenty - year - old Omar Altaf, from Islamabad in S Kashmir, who follow hit in the face by shrapnel, is permanently invalid, get lost sight in his left eye, while his right optic be shadowy. His broad optic are witnesses to the chaos atomic number 2 saw in the street when Amerindic force out arouse shield.",1,4,"['after', 'being', 'hit', 'by', 'a', 'burst', 'of', 'pellets', 'in', 'his', 'face', ',', 'twenty-year-old', 'omar', 'altaf', 'of', 'islamabad', 'from', 'south', 'kashmir', 'is', 'disabled', 'forever', '.', 'he', 'has', 'lost', 'the', 'vision', 'in', 'his', 'left', 'eye', 'while', 'his', 'right', 'eye', 'has', 'faint', 'sight', '.', 'his', 'blaring', 'eyes', 'are', 'witness', 'to', 'the', 'mayhem', 'he', 'saw', 'on', 'roads', 'when', 'indian', 'forces', 'fired', 'pellets', '.']",303,59,0.6303630363036303,-0.10357142857142858,0.4589285714285714
6052,disabled,3,my,9,"Budget 2017: More needs to be do for disabled, sound out radical",1,3,"['2017', 'budget', ':', 'more', 'needs', 'to', 'be', 'done', 'for', 'disabled', ',', 'say', 'groups']",61,13,0.6721311475409836,0.15,0.4
1478,disabled,3,ke,18,"She said she has battled drug addiction, help rehabilitate mentally ominous mass and done much for youth, woman, the disabled and the community as a whole.",1,4,"['she', 'said', 'she', 'has', 'fought', 'drug', 'addiction', ',', 'helped', 'rehabilitate', 'mentally', 'ill', 'persons', 'and', 'done', 'a', 'lot', 'for', 'the', 'youth', ',', 'women', ',', 'the', 'disabled', 'and', 'the', 'community', 'as', 'a', 'whole', '.']",164,32,0.6036585365853658,-0.16666666666666666,0.5666666666666668
42,hopeless,0,jm,13,"Genus vanessa had a feel of hopelessness in her last day, which be compounded when her rallying cry for assistant failed to get a reply from the justice in bursting charge, world health organization grade her in the tending of the State. Her letter be forwarded to this court official by a prosecutor ' randomness investigator.",1,3,"['vanessa', 'had', 'feelings', 'of', 'hopelessness', 'in', 'her', 'final', 'days', 'which', 'increased', 'when', 'her', 'cry', 'for', 'help', 'yielded', 'no', 'response', 'from', 'the', 'resident', 'magistrate', 'who', 'placed', 'her', 'in', 'the', 'care', 'of', 'the', 'state', '.', 'her', 'letter', 'was', 'conveyed', 'to', 'this', 'court', 'official', 'by', 'an', 'investigator', 'from', 'the', 'office', 'of', 'the', 'children', ""'s"", 'advocate', '.']",295,53,0.6576271186440678,0.0,1.0
864,hopeless,0,pk,8,"The minimal piece of work experience requirements of an average of two to three years for advertised situation have do nothing to a greater extent than deprive youthful people of the opportunity to work and earn a respectable bread and butter, and accept just wee wee them hopeless.",1,3,"['the', 'minimum', 'requirements', 'of', 'job', 'experience', 'averaging', 'between', 'two', 'and', 'three', 'years', 'for', 'advertised', 'jobs', 'has', 'done', 'nothing', 'but', 'to', 'deprive', 'youngsters', 'of', 'the', 'opportunities', 'to', 'work', 'and', 'earn', 'a', 'respectable', 'living', 'for', 'themselves', '.', 'it', 'has', 'just', 'rendered', 'them', 'hopeless', '.']",256,42,0.65625,0.5,0.5
5406,disabled,3,us,14,"Knocker 2 Chainz has offered to pay handicapped veteran and exclusive mother Dierdre Plater an yearly rent, which is part of his Tru Foundation charitable foundation and funded from the return of his ugly sweater aggregation.",1,3,"['rapper', '2', 'chainz', 'has', 'offered', 'to', 'pay', 'a', 'year', ""'s"", 'worth', 'of', 'rent', 'for', 'disabled', 'veteran', 'and', 'single', 'mother', 'dierdre', 'plater', '.', 'the', 'gift', 'is', 'part', 'of', 'his', 'tru', 'foundation', 'charity', 'and', 'funded', 'by', 'proceeds', 'from', 'his', 'ugly', 'sweater', 'collection', '.']",219,41,0.6484018264840182,-0.13428571428571429,0.32285714285714284
7328,disabled,3,gh,1,He exhort his fellow handicapped the great unwashed to facilitate President Mahama change their lives.,1,4,"['he', 'urged', 'his', 'fellow', 'disabled', 'men', 'and', 'women', 'to', 'support', 'president', 'mahama', 'to', 'have', 'their', 'lives', 'transformed', '.']",104,18,0.6153846153846154,-0.2,0.3
8894,poor-families,9,sg,11,""" "" We need to render these bike to Vietnamese students from piteous families in remote areas so they posterior continue their sketch, "" "" enunciate Michael Shuman, a former Atomic number 92. S. Devil dog. """,1,3,"['``', '``', ""''"", 'we', 'want', 'to', 'supply', 'these', 'bicycles', 'for', 'vietnamese', 'students', 'from', 'poor', 'families', 'in', 'remote', 'areas', 'so', 'that', 'they', 'can', 'pursue', 'their', 'studies', ',', '``', ""''"", 'said', 'michael', 'shuman', ',', 'a', 'former', 'u.s.', 'marine', '.', ""''""]",184,38,0.6358695652173914,-0.16666666666666666,0.26666666666666666
2316,refugee,4,hk,19,"A refugee be that boy. A refugee be a individual with a taradiddle, a life history, a family, welfare, needs, hope and a desire for security and belonging.",1,4,"['a', 'refugee', 'is', 'that', 'boy', '.', 'a', 'refugee', 'is', 'a', 'person', ',', 'with', 'a', 'story', ',', 'a', 'life', ',', 'a', 'family', ',', 'accomplishments', ',', 'hardships', ',', 'hopes', 'and', 'a', 'desire', 'for', 'safety', 'and', 'belonging', '.']",158,35,0.6455696202531646,0.0,0.0
9398,hopeless,0,hk,19,A unexampled contemporaries of the hopeless.,1,3,"['a', 'new', 'generation', 'of', 'the', 'hopeless', '.']",34,7,0.7352941176470589,0.13636363636363635,0.45454545454545453
1582,hopeless,0,tz,12,They admit they were powerless to face their habituation - that their life have become uncontrollable and hopeless.,1,3,"['they', 'admit', 'that', 'they', 'were', 'powerless', 'over', 'their', 'addiction', '--', 'that', 'their', 'lives', 'had', 'become', 'unmanageable', 'and', 'hopeless', '.']",115,19,0.6173913043478261,-0.5,0.9
5195,hopeless,0,ca,4,"But what be most striking about Trump ' entropy response is the grim pic helium paint of inner - metropolis and shameful America: poverty, gun wildness, poor education, and hopelessness.",1,4,"['but', 'what', 'is', 'most', 'striking', 'about', 'mr.', 'trump', ""'s"", 'answer', 'is', 'the', 'bleak', 'picture', 'he', 'pains', 'of', 'inner-city', 'america', 'and', 'black', 'life', ':', 'poverty', ',', 'gun', 'violence', ',', 'poor', 'education', 'and', 'hopelessness', '.']",179,33,0.664804469273743,-0.11333333333333333,0.7066666666666668
3598,in-need,5,ng,16,"Done her unwavering commitment to those to the highest degree in need, Mother Teresa stand up out as one of the dandy humanitarian help of the 20th hundred, combining abstruse empathy and a passionate commitment to her cause with unbelievable organizational and management skills that have enable her to build a huge and effective international organization of missionaries to help impoverished citizens around the world.",1,3,"['for', 'her', 'unwavering', 'commitment', 'to', 'aiding', 'those', 'most', 'in', 'need', ',', 'mother', 'teresa', 'stands', 'out', 'as', 'one', 'of', 'the', 'greatest', 'humanitarians', 'of', 'the', '20th', 'century', '.', 'she', 'combined', 'profound', 'empathy', 'and', 'a', 'fervent', 'commitment', 'to', 'her', 'cause', 'with', 'incredible', 'organizational', 'and', 'managerial', 'skills', 'that', 'allowed', 'her', 'to', 'develop', 'a', 'vast', 'and', 'effective', 'international', 'organization', 'of', 'missionaries', 'to', 'help', 'impoverished', 'citizens', 'all', 'across', 'the', 'globe', '.']",410,65,0.5902439024390244,0.3854166666666667,0.65
6826,hopeless,0,us,14,And we should acknowledge that some 20 womanhood and mothers look a shocking lack of backing and an unacceptable storey of judgment that leaves young women hopeless and warn.,1,3,"['and', 'let', ""'s"", 'acknowledge', 'that', '20-something', 'wives', 'and', 'mothers', 'are', 'met', 'with', 'a', 'shocking', 'lack', 'of', 'support', 'and', 'an', 'unacceptable', 'level', 'of', 'judgment', ',', 'which', 'leaves', 'young', 'women', 'feeling', 'hopeless', 'and', 'discouraged', '.']",198,33,0.6717171717171717,-0.45,0.7
195,homeless,6,gb,7,"Put up minister Grant Shapps added: "" The plight of stateless the great unwashed should concern us all class round - not hardly at Christmastide.",1,4,"['housing', 'minister', 'grant', 'shapps', 'added', ':', ""'"", 'the', 'plight', 'of', 'homeless', 'people', 'should', 'be', 'on', 'our', 'minds', 'all', 'year', 'round', '-', 'not', 'just', 'at', 'christmas', '.']",133,26,0.631578947368421,-0.2,0.4
2255,hopeless,0,ng,16,"Helium sound out atomic number 2 feel fulfill to celebrate the day with them, believing that such a development would turn over hope to the hopeless.",1,4,"['he', 'said', 'he', 'felt', 'fulfilled', 'celebrating', 'the', 'day', 'with', 'them', ',', 'believing', 'that', 'such', 'a', 'development', 'would', 'instill', 'hope', 'in', 'the', 'hopeless', '.']",128,23,0.6796875,0.0,0.5
9410,vulnerable,7,ie,2,"She was only 26 at the prison term and looks like a captured, injure beast, push into a box and stare straight ahead into the barrel of a gun. The raw awe she exudate in this image shine the harsh realness of heroin dependency as this really vulnerable and broken soulfulness scream for help behind watery eyed eyes.",1,3,"['she', 'was', 'only', '26', 'at', 'the', 'time', 'and', 'looks', 'like', 'a', 'trapped', ',', 'wounded', 'animal', 'backed', 'into', 'a', 'corner', 'and', 'staring', 'straight', 'down', 'the', 'barrel', 'of', 'a', 'gun', '.', 'the', 'raw', 'anguish', 'she', 'exudes', 'in', 'that', 'picture', 'emotes', 'the', 'harsh', 'realities', 'of', 'heroin', 'addiction', 'as', 'this', 'truly', 'vulnerable', 'and', 'broken', 'soul', 'cries', 'out', 'for', 'help', 'behind', 'tear-filled', 'eyes', '.']",314,59,0.643312101910828,-0.20959164292497626,0.4944919278252611
9823,in-need,5,us,14,"In Dr. Ablow ' s heart, people who undergo the transgender cognitive process be broken individual who need to equal doctor. In that location are no transgenders - only people world health organization are confused and need intervention to alleviate their consideration.",1,4,"['apparently', 'in', 'dr.', 'ablow', ""'s"", 'eyes', ',', 'people', 'who', 'undergo', 'the', 'transgendered', 'process', 'are', 'broken', 'individuals', ',', 'in', 'need', 'of', 'repair', '.', 'there', 'are', 'no', 'transgendered', 'people', '--', 'only', 'people', 'who', 'are', 'confused', 'and', 'in', 'need', 'of', 'treatment', 'to', 'alleviate', 'their', 'condition', '.']",245,43,0.6938775510204082,-0.1875,0.6125
1345,in-need,5,nz,3,""" "" We serve abused women, we select people extinct of the women ' sec recourse and in that respect was e'er somebody in need. "" """,1,2,"['``', '``', ""''"", 'we', 'were', 'helping', 'battered', 'women', ',', 'we', 'would', 'take', 'in', 'people', 'from', 'women', ""'s"", 'refuge', 'and', 'there', 'was', 'always', 'someone', 'that', 'was', 'in', 'need', '.', '``', ""''"", ""''""]",133,31,0.7142857142857143,0.0,0.0
9087,vulnerable,7,nz,3,""" "" Masses on low incomes must embody protected from these unscrupulous wheeler dealer world health organization exploit our about vulnerable. """,1,3,"['``', '``', ""''"", 'people', 'on', 'low', 'incomes', 'must', 'be', 'protected', 'from', 'these', 'unscrupulous', 'operators', 'who', 'are', 'preying', 'on', 'our', 'most', 'vulnerable', '.', ""''""]",119,23,0.6890756302521008,0.0,0.43333333333333335
3919,disabled,3,jm,13,Tidings <hydrogen> Bloomfield Advocates for Disabled People,1,4,"['news', '<', 'h', '>', 'bloomfield', 'to', 'bat', 'for', 'disabled', 'persons']",47,10,0.5957446808510638,-0.2,0.3
10407,in-need,5,tz,12,""" Atomic number 2 say that his determination to aid the needy did not gain him personally, but "" that this aid was supply by all the members of the mathematical group. .. in ane manner or another we have all helped the needy. "" """,1,3,"['``', 'he', 'said', 'his', 'decision', 'to', 'help', 'those', 'in', 'need', 'did', 'not', 'benefit', 'him', 'personally', ',', 'but', '``', ""''"", 'rather', 'such', 'assistance', 'was', 'being', 'given', 'by', 'all', 'the', 'group', ""'s"", 'employees', '...', 'in', 'one', 'way', 'or', 'another', ',', 'all', 'of', 'us', 'have', 'been', 'helping', 'those', 'in', 'need', '.', '``', ""''"", ""''""]",228,51,0.6798245614035088,0.0,0.4
2798,homeless,6,jm,13,"Poverty has chair to thousands of Jamaican living on the streets, at the clemency of passers - by when it comes to "" bread "" as they relieve oneself their beds on the intemperate pavement. It represent estimated that there be more than than c, 000 homeless people populate on the streets in Jamaica.",1,3,"['poverty', 'has', 'caused', 'thousands', 'of', 'jamaicans', 'to', 'be', 'living', 'on', 'the', 'streets', '.', 'they', 'rely', 'on', 'the', 'mercy', 'of', 'passers-by', 'for', ""'"", 'bread', ""'"", ',', 'while', 'the', 'hard', 'sidewalk', 'they', 'make', 'their', 'bed', '.', 'it', 'is', 'estimated', 'that', 'more', 'than', '100,000', 'homeless', 'persons', 'live', 'on', 'the', 'streets', 'in', 'jamaica', '.']",259,50,0.6216216216216216,0.11489898989898989,0.5138888888888888
8279,vulnerable,7,nz,3,"Far to a greater extent important than the shock on the economical gods (is the dollar mark upward or down? ), last night ' sec result will also mean that many, many vulnerable New Zealanders will stimulate a effective aliveness, at least for the next triad years.",1,2,"['far', 'more', 'important', 'than', 'the', 'implications', 'for', 'the', 'economy', 'gods', '(', 'is', 'the', 'dollar', 'up', 'or', 'down', '?', ')', 'last', 'night', ""'s"", 'outcome', 'will', 'also', 'mean', 'many', ',', 'many', 'vulnerable', 'new', 'zealanders', 'will', 'have', 'a', 'better', 'life', 'over', 'the', 'next', 'three', 'years', 'at', 'least', '.']",228,45,0.6359649122807017,0.10525446775446776,0.49212315462315465
118,in-need,5,za,6,""" This is the rhetoric of what anthropologist Laura Agust? n call the "" rescue industry "" - a term used to describe people and mental institution that reckon all sex workers as victims who want to be rescue. Catherine ii MacKinnon, for example, take argued that "" woman in harlotry have sex with men they would never otherwise have sex with. """,1,4,"['``', 'this', 'is', 'the', 'rhetoric', 'of', 'what', 'anthropologist', 'laura', 'agust', '?', 'n', 'calls', 'the', '``', ""''"", 'rescue', 'industry', '``', ""''"", '-', 'a', 'term', 'used', 'to', 'describe', 'people', 'and', 'institutions', 'who', 'conceptualize', 'all', 'sex', 'workers', 'as', 'victims', 'in', 'need', 'of', 'saving', '.', 'catherine', 'mackinnon', 'has', 'argued', ',', 'for', 'example', ',', 'that', '``', ""''"", 'in', 'prostitution', ',', 'women', 'have', 'sex', 'with', 'men', 'they', 'would', 'never', 'otherwise', 'have', 'sex', 'with', '.', ""''""]",348,69,0.6551724137931034,0.0,0.0
817,poor-families,9,sg,11,""" Based on his personal account and his material - life encounters with inadequate families, Labor Correspondent Toh Yong Chuan paint a picture shift the focus from poor parents who repeatedly urinate spoilt decisions to their children ("" Lifting Families Out of Impoverishment: Focus on Fry; last Thursday ). """,1,3,"['``', 'from', 'his', 'personal', 'story', 'and', 'real-life', 'encounters', 'with', 'poor', 'families', ',', 'manpower', 'correspondent', 'toh', 'yong', 'chuan', 'suggested', 'shifting', 'the', 'focus', 'from', 'poor', 'parents', 'who', 'repeatedly', 'make', 'bad', 'decisions', 'to', 'their', 'children', '(', '``', ""''"", 'lifting', 'families', 'out', 'of', 'poverty', ':', 'focus', 'on', 'the', 'children', ';', 'last', 'thursday', ')', '.', ""''""]",289,51,0.6401384083044983,-0.3,0.44666666666666666
6249,women,8,gh,1,She reaffirmed her ministry ' s dedication to allow the necessary sound and political framework to treat all issues affecting womanhood ' due south right wing and gave a strong sign of leslie townes hope to Ghanaian women.,1,2,"['she', 'reiterated', 'her', 'ministry', ""'s"", 'commitment', 'to', 'put', 'in', 'place', 'the', 'necessary', 'legal', 'and', 'policy', 'framework', 'to', 'address', 'all', 'issues', 'that', 'affect', 'women', ""'s"", 'rights', 'and', 'gave', 'a', 'strong', 'indication', 'of', 'hope', 'for', 'ghanaian', 'women', '.']",206,36,0.5922330097087378,0.2111111111111111,0.6444444444444444
